"label","Q","bandwidth","deltaD_parity","radial_max","radial_above_0p1","coef_bound_parity","radial_bound_corrected","corrected_note","corrected_available"
"dense_Q_0.610000",0.61,1,314.006055181078,0.123883414790948,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.605000",0.605,1,317.052014209178,0.122285311272645,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.600000",0.6,1,319.686610056546,0.123148024292303,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.595000",0.595,1,320.83315465376,0.124746979259551,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.590000",0.59,1,326.713568606203,0.12445735043852,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.585000",0.585,1,325.447989004736,0.125752527879655,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.580000",0.58,1,317.051246923918,0.127786931267289,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.575000",0.575,1,313.922662551799,0.1291208483687,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.570000",0.57,1,306.936121216432,0.130793203711163,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.565000",0.565,1,298.170894988818,0.132804841704791,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.560000",0.56,1,297.201253409603,0.137181815391382,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.555000",0.555,1,302.157973866984,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.550000",0.55,1,308.334118373479,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"spin1_Qhalf",0.5,1,232.218935576205,0.112514599530738,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"spin32_Q4over9",0.444444444444444,1,457.441652956014,0.114920812209403,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"neutrino_like_Qthird",0.333333333333333,1,396.332011927325,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"threshold_Q1",1,1.25,178.419464950355,0.0770680629076858,FALSE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","within 0.1; parity==corrected at amplitude level",FALSE
"near_075",0.75,1.25,428.077202290702,0.131858052283161,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.745000",0.745,1.25,441.954028511806,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.740000",0.74,1.25,436.450210286476,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.735000",0.735,1.25,416.021956053455,0.135830588269762,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.730000",0.73,1.25,401.473913149032,0.132089069830388,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.725000",0.725,1.25,397.96680428359,0.129164661030499,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.720000",0.72,1.25,405.824593558556,0.127740978070449,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.715000",0.715,1.25,421.414966834357,0.136116129052082,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.710000",0.71,1.25,431.518889123683,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.705000",0.705,1.25,422.964780592229,0.140626885505475,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.700000",0.7,1.25,408.193594753432,0.128531021169932,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.695000",0.695,1.25,398.850909217209,0.125716297515914,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.690000",0.69,1.25,396.078350853494,0.12406875124521,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.685000",0.685,1.25,398.552473429258,0.123935796730447,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.680000",0.68,1.25,402.746565608365,0.125409227464073,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.675000",0.675,1.25,403.647382157699,0.139538213040126,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.670000",0.67,1.25,395.759049384244,0.137461811480924,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"koide_lepton",0.666666666666667,1.25,388.399396352196,0.127771016614035,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.665000",0.665,1.25,385.110845217034,0.127048723451756,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.660000",0.66,1.25,377.750734440159,0.125044816929189,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.655000",0.655,1.25,374.603208219412,0.123386199381467,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"low_bw_empirical",0.65,1.25,374.323237921472,0.122437273181083,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.645000",0.645,1.25,371.123205769916,0.124098877872912,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.640000",0.64,1.25,366.940951177532,0.123350222194651,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.635000",0.635,1.25,359.374927962777,0.12101574116468,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"quark_like",0.63026,1.25,348.314493462569,0.122066151420066,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.630000",0.63,1.25,347.625973714762,0.122142588029137,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.625000",0.625,1.25,338.203311735254,0.121919127944268,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.620000",0.62,1.25,332.894143686093,0.120133479728507,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.615000",0.615,1.25,328.504921302126,0.1208714675414,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.610000",0.61,1.25,327.518789878686,0.120908292537451,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.605000",0.605,1.25,333.800176689655,0.126256688281017,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.600000",0.6,1.25,335.746205767424,0.119719492916843,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.595000",0.595,1.25,336.260917335107,0.121579984738713,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.590000",0.59,1.25,347.109892899115,0.124896951469762,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.585000",0.585,1.25,347.107722562756,0.12255021297499,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.580000",0.58,1.25,336.37047258071,0.124490604935694,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.575000",0.575,1.25,336.78696593684,0.126111166212949,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.570000",0.57,1.25,334.067456778844,0.130406365953009,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.565000",0.565,1.25,322.128644602672,0.129610875621388,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.560000",0.56,1.25,323.626064235461,0.134442354421036,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.555000",0.555,1.25,333.204081882786,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.550000",0.55,1.25,335.578063579308,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"spin1_Qhalf",0.5,1.25,253.063743616697,0.111114345047564,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"spin32_Q4over9",0.444444444444444,1.25,501.61246231763,0.113067290044827,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"neutrino_like_Qthird",0.333333333333333,1.25,420.936616390435,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"threshold_Q1",1,1.5,199.248483413729,0.0815254583971297,FALSE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","within 0.1; parity==corrected at amplitude level",FALSE
"near_075",0.75,1.5,445.385496084449,0.138763120354887,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.745000",0.745,1.5,454.847549272101,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.740000",0.74,1.5,442.892050963506,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.735000",0.735,1.5,421.34239994371,0.132579800265222,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.730000",0.73,1.5,409.600824962343,0.129200200140872,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.725000",0.725,1.5,410.209313236847,0.126726511808184,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.720000",0.72,1.5,421.996972802653,0.12576225348411,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.715000",0.715,1.5,439.127788348196,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.710000",0.71,1.5,442.301279221998,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.705000",0.705,1.5,427.739846329046,0.131552407699548,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.700000",0.7,1.5,413.77581951265,0.12554541642257,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.695000",0.695,1.5,406.90603932647,0.123139568319761,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.690000",0.69,1.5,407.173519150145,0.121967544759731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.685000",0.685,1.5,411.762698583071,0.12231274697553,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.680000",0.68,1.5,415.500846810475,0.132257340606897,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.675000",0.675,1.5,411.724329835955,0.14142135623731,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.670000",0.67,1.5,398.755529325396,0.127011477909953,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"koide_lepton",0.666666666666667,1.5,390.993680126413,0.12457810258247,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.665000",0.665,1.5,387.790702780794,0.123987280878884,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.660000",0.66,1.5,381.356752875306,0.122942431948827,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.655000",0.655,1.5,379.879388932579,0.121425671385307,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"low_bw_empirical",0.65,1.5,380.442556003934,0.121054224996538,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.645000",0.645,1.5,375.373126746204,0.123123516299876,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.640000",0.64,1.5,370.935368615405,0.12145703387713,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.635000",0.635,1.5,365.089252264841,0.125943034839457,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"quark_like",0.63026,1.5,353.214382405762,0.120143771231182,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.630000",0.63,1.5,352.459931708899,0.120226014941945,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.625000",0.625,1.5,343.010619227888,0.120109019730264,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.620000",0.62,1.5,339.733642211358,0.123745419962971,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.615000",0.615,1.5,334.694512343024,0.118851934759001,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.610000",0.61,1.5,333.664598212297,0.118997571769205,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.605000",0.605,1.5,343.643927516101,0.131048026291363,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.600000",0.6,1.5,345.028236197675,0.11757336285672,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.595000",0.595,1.5,345.186016770273,0.119585346753897,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.590000",0.59,1.5,360.113718649158,0.12686214582379,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.585000",0.585,1.5,361.57027448189,0.125547096474882,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.580000",0.58,1.5,349.005013827802,0.122472264279827,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.575000",0.575,1.5,352.483832324538,0.124326151506044,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.570000",0.57,1.5,353.571971107593,0.134086123721263,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.565000",0.565,1.5,338.473769289665,0.127779229391342,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.560000",0.56,1.5,342.314147605479,0.133143881639485,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.555000",0.555,1.5,356.420666667997,0.140301276450093,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"dense_Q_0.550000",0.55,1.5,354.357105080862,0.140334549852102,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"spin1_Qhalf",0.5,1.5,266.556379344002,0.106054754902465,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"spin32_Q4over9",0.444444444444444,1.5,536.849384181429,0.112790935792604,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
"neutrino_like_Qthird",0.333333333333333,1.5,439.048638182707,0.139524577901959,TRUE,"|a|,|b|<=0.1","sqrt(a^2+b^2)<=0.1","PARITY radial exceeds 0.1; corrected refit (event-level) would reduce deltaD",FALSE
